nombre,descripcion,orden,ra_sistema_id,abreviatura_id
f),Se han realizado informes comparativos de los costes financieros de cada uno de los productos de financiación propuestos.,6,GF_AFIN_AND_3,GF_AFIN_AND_3_6
g),"Se han comparado los servicios y las contraprestaciones de las distintas entidades financieras, resaltando las diferencias, ventajas e inconvenientes.",7,GF_AFIN_AND_3,GF_AFIN_AND_3_7
h),"Se han comparado las rentabilidades, ventajas e inconvenientes de cada una de las formas de ahorro o inversión propuestas en productos financieros.",8,GF_AFIN_AND_3,GF_AFIN_AND_3_8
i),Se han realizado los cálculos financieros necesarios utilizando aplicaciones informáticas específicas.,9,GF_AFIN_AND_3,GF_AFIN_AND_3_9
a),Se ha identificado la legislación básica que regula la actividad aseguradora.,1,GF_AFIN_AND_4,GF_AFIN_AND_4_1
b),Se han relacionado los riesgos y las condiciones del asegurabilidad.,2,GF_AFIN_AND_4,GF_AFIN_AND_4_2
c),Se han identificado los elementos que conforman un contrato de seguro.,3,GF_AFIN_AND_4,GF_AFIN_AND_4_3
d),Se han establecido las obligaciones de las partes en un contrato de seguro.,4,GF_AFIN_AND_4,GF_AFIN_AND_4_4
e),Se han clasificado los tipos de seguros.,5,GF_AFIN_AND_4,GF_AFIN_AND_4_5
f),Se han determinado los procedimientos administrativos relativos a la contratación y seguimiento de los seguros.,6,GF_AFIN_AND_4,GF_AFIN_AND_4_6
g),Se han identificado las primas y sus componentes.,7,GF_AFIN_AND_4,GF_AFIN_AND_4_7
h),Se ha determinado el tratamiento fiscal de los seguros.,8,GF_AFIN_AND_4,GF_AFIN_AND_4_8
a),Se ha reconocido la función de los activos financieros como forma de inversión y como fuente de financiación.,1,GF_AFIN_AND_5,GF_AFIN_AND_5_1
b),"Se han clasificado los activos financieros utilizando como criterio el tipo de renta que generan, la clase de entidad emisora y los plazos de amortización.",2,GF_AFIN_AND_5,GF_AFIN_AND_5_2
c),"Se han distinguido el valor nominal, de emisión, de cotización, de reembolso y otros para efectuar los cálculos oportunos.",3,GF_AFIN_AND_5,GF_AFIN_AND_5_3
d),"Se ha determinado el importe resultante en operaciones de compraventa de activos financieros, calculando los gastos y las comisiones devengadas.",4,GF_AFIN_AND_5,GF_AFIN_AND_5_4
e),Se han elaborado informes sobre las diversas alternativas de inversión en activos financieros que más se ajusten a las necesidades de la empresa.,5,GF_AFIN_AND_5,GF_AFIN_AND_5_5
f),Se han identificado las variables que influyen en una inversión económica.,6,GF_AFIN_AND_5,GF_AFIN_AND_5_6
g),"Se ha calculado e interpretado el VAN, TIR y otros métodos de selección de distintas inversiones.",7,GF_AFIN_AND_5,GF_AFIN_AND_5_7
a),Se han integrado los presupuestos de las distintas áreas en un presupuesto común.,1,GF_AFIN_AND_6,GF_AFIN_AND_6_1
b),Se ha comprobado que la información está completa y en la forma requerida.,2,GF_AFIN_AND_6,GF_AFIN_AND_6_2
c),Se ha contrastado el contenido de los presupuestos parciales.,3,GF_AFIN_AND_6,GF_AFIN_AND_6_3
d),"Se han verificado los cálculos aritméticos, comprobando la corrección de los mismos.",4,GF_AFIN_AND_6,GF_AFIN_AND_6_4
e),Se ha valorado la importancia de elaborar en tiempo y forma la documentación relacionada con los presupuestos.,5,GF_AFIN_AND_6,GF_AFIN_AND_6_5
f),Se ha controlado la ejecución del presupuesto y se han detectado las desviaciones y sus causas.,6,GF_AFIN_AND_6,GF_AFIN_AND_6_6
g),Se ha ordenado y archivado la información de forma que sea fácilmente localizable.,7,GF_AFIN_AND_6,GF_AFIN_AND_6_7
h),Se han utilizado aplicaciones informáticas en la gestión de las tareas presupuestarias.,8,GF_AFIN_AND_6,GF_AFIN_AND_6_8
a),Se ha comprobado la correcta instalación de las aplicaciones informáticas y su funcionamiento.,1,CF_AFIN_AND_1,CF_AFIN_AND_1_1
b),"Se han seleccionado las prestaciones, funciones y procedimientos de las aplicaciones informáticas que se deben emplear para la contabilización.",2,CF_AFIN_AND_1,CF_AFIN_AND_1_2
c),"Se han caracterizado las definiciones y las relaciones contables fundamentales establecidas en los grupos, subgrupos y cuentas principales del PGC.",3,CF_AFIN_AND_1,CF_AFIN_AND_1_3
d),"Se han registrado, en asientos por partida doble, las operaciones más habituales relacionadas con los grupos de cuentas descritos anteriormente.",4,CF_AFIN_AND_1,CF_AFIN_AND_1_4
e),"Se han clasificado los diferentes tipos de documentos mercantiles que exige el PGC, indicando la clase de operación que representan.",5,CF_AFIN_AND_1,CF_AFIN_AND_1_5
f),Se ha verificado el traspaso de la información entre las distintas fuentes de datos contables.,6,CF_AFIN_AND_1,CF_AFIN_AND_1_6
g),Se ha identificado la estructura y forma de elaboración del balance de comprobación de sumas y saldos.,7,CF_AFIN_AND_1,CF_AFIN_AND_1_7
h),Se han realizado copias de seguridad para la salvaguarda de los datos.,8,CF_AFIN_AND_1,CF_AFIN_AND_1_8
a),Se ha analizado la normativa fiscal vigente y las normas aplicables en cada tipo de impuesto.,1,CF_AFIN_AND_2,CF_AFIN_AND_2_1
b),Se han realizado los cálculos oportunos para cuantificar los elementos tributarios de los impuestos que gravan la actividad económica.,2,CF_AFIN_AND_2,CF_AFIN_AND_2_2
c),Se han relacionado los conceptos contables con los aspectos tributarios.,3,CF_AFIN_AND_2,CF_AFIN_AND_2_3
d),Se ha diferenciado entre resultado contable y resultado fiscal y se han especificado los procedimientos para la conciliación de ambos.,4,CF_AFIN_AND_2,CF_AFIN_AND_2_4
e),"Se han contabilizado los hechos contables relacionados con el cumplimiento de las obligaciones fiscales, incluyendo los ajustes fiscales correspondientes.",5,CF_AFIN_AND_2,CF_AFIN_AND_2_5
f),Se han identificado los plazos establecidos por la Hacienda Pública para cumplir con las obligaciones fiscales.,6,CF_AFIN_AND_2,CF_AFIN_AND_2_6
g),Se han seleccionado los modelos establecidos por la Hacienda Pública para atender el procedimiento de declaración-liquidación de los distintos impuestos.,7,CF_AFIN_AND_2,CF_AFIN_AND_2_7
h),"Se ha cumplimentado la documentación correspondiente a la declaración-liquidación de los distintos impuestos, utilizando aplicaciones informáticas de gestión fiscal.",8,CF_AFIN_AND_2,CF_AFIN_AND_2_8
i),"Se han generado los ficheros necesarios para la presentación telemática de los impuestos, valorando la eficiencia de esta vía.",9,CF_AFIN_AND_2,CF_AFIN_AND_2_9
j),"Se han descrito y cuantificado, en su caso, las consecuencias de la falta de rigor en el cumplimiento de las obligaciones fiscales.",10,CF_AFIN_AND_2,CF_AFIN_AND_2_10
a),"Se han registrado en soporte informático los hechos contables y fiscales que se generan en un ciclo económico completo, contenidos en los documentos soportes.",1,CF_AFIN_AND_3,CF_AFIN_AND_3_1
b),Se han calculado y contabilizado las correcciones de valor que procedan.,2,CF_AFIN_AND_3,CF_AFIN_AND_3_2
c),Se han reconocido los métodos de amortización más habituales.,3,CF_AFIN_AND_3,CF_AFIN_AND_3_3
d),Se han realizado los cálculos derivados de la amortización del inmovilizado.,4,CF_AFIN_AND_3,CF_AFIN_AND_3_4
e),Se han dotado las amortizaciones que procedan según la amortización técnica propuesta.,5,CF_AFIN_AND_3,CF_AFIN_AND_3_5
f),Se han realizado los asientos derivados de la periodificación contable.,6,CF_AFIN_AND_3,CF_AFIN_AND_3_6
g),Se ha obtenido el resultado por medio del proceso de regularización.,7,CF_AFIN_AND_3,CF_AFIN_AND_3_7
h),Se ha registrado la distribución del resultado según las normas y las indicaciones propuestas.,8,CF_AFIN_AND_3,CF_AFIN_AND_3_8
i),Se han registrado en los libros obligatorios de la empresa todas las operaciones derivadas del ejercicio económico que sean necesarias.,9,CF_AFIN_AND_3,CF_AFIN_AND_3_9
j),Se han realizado copias de seguridad para la salvaguarda de los datos.,10,CF_AFIN_AND_3,CF_AFIN_AND_3_10
a),"Se ha determinado la estructura del balance de situación, indicando las relaciones entre los diferentes epígrafes.",1,CF_AFIN_AND_4,CF_AFIN_AND_4_1
b),"Se ha determinado la estructura de la cuenta de pérdidas y ganancias, diferenciando los distintos tipos de resultado que integran.",2,CF_AFIN_AND_4,CF_AFIN_AND_4_2
c),"Se ha establecido la estructura de la memoria, estado de cambios en el patrimonio y estado de flujos de efectivo.",3,CF_AFIN_AND_4,CF_AFIN_AND_4_3
d),Se han confeccionado las cuentas anuales aplicando los criterios del PGC.,4,CF_AFIN_AND_4,CF_AFIN_AND_4_4
e),Se han determinado los libros contables objeto de legalización para su presentación ante los organismos correspondientes.,5,CF_AFIN_AND_4,CF_AFIN_AND_4_5
f),Se han verificado los plazos de presentación legalmente establecidos en los organismos oficiales correspondientes.,6,CF_AFIN_AND_4,CF_AFIN_AND_4_6
g),Se han cumplimentado los formularios de acuerdo con la legislación mercantil y se han utilizado aplicaciones informáticas.,7,CF_AFIN_AND_4,CF_AFIN_AND_4_7
h),Se ha comprobado la veracidad e integridad de la información contenida en los ficheros generados por la aplicación informática.,8,CF_AFIN_AND_4,CF_AFIN_AND_4_8
i),Se ha valorado la importancia de las cuentas anuales como instrumentos de comunicación interna y externa y de información pública.,9,CF_AFIN_AND_4,CF_AFIN_AND_4_9
j),Se han realizado copias de seguridad para la salvaguarda de los datos.,10,CF_AFIN_AND_4,CF_AFIN_AND_4_10
k),Se ha valorado la aplicación de las normas de protección de datos en el proceso contable.,11,CF_AFIN_AND_4,CF_AFIN_AND_4_11
a),"Se han definido las funciones de los análisis económico-financiero, patrimonial y de tendencia y proyección, estableciendo sus diferencias.",1,CF_AFIN_AND_5,CF_AFIN_AND_5_1
b),Se ha seleccionado la información relevante para el análisis de los estados contables que la proporcionan.,2,CF_AFIN_AND_5,CF_AFIN_AND_5_2
c),Se han identificado los instrumentos de análisis más significativos y se ha descrito su función.,3,CF_AFIN_AND_5,CF_AFIN_AND_5_3
d),"Se han calculado las diferencias, porcentajes, índices y ratios más relevantes para el análisis económico, financiero y de tendencia y proyección.",4,CF_AFIN_AND_5,CF_AFIN_AND_5_4
e),"Se ha realizado un informe sobre la situación económica-financiera de la empresa, derivada de los cálculos realizados, comparándola con los ejercicios anteriores y con la media del sector.",5,CF_AFIN_AND_5,CF_AFIN_AND_5_5
f),"Se han obtenido conclusiones con respecto a la liquidez, solvencia, estructura financiera y rentabilidades de la empresa.",6,CF_AFIN_AND_5,CF_AFIN_AND_5_6
g),Se ha valorado la importancia del análisis de los estados contables para la toma de decisiones en la empresa y su repercusión con respecto a los implicados en la misma.,7,CF_AFIN_AND_5,CF_AFIN_AND_5_7
a),"Se ha delimitado el concepto de auditoría, sus clases (interna y externa) y el propósito de esta.",1,CF_AFIN_AND_6,CF_AFIN_AND_6_1
b),Se han señalado los órganos y normativa vigente que atañe a la auditoría en España.,2,CF_AFIN_AND_6,CF_AFIN_AND_6_2
c),Se han verificado las facultades y responsabilidades de los auditores.,3,CF_AFIN_AND_6,CF_AFIN_AND_6_3
d),Se han secuenciado las diferentes fases de un proceso de auditoría y los flujos de información que se generan en cada uno de ellos.,4,CF_AFIN_AND_6,CF_AFIN_AND_6_4
e),Se han determinado las partes de un informe de auditoría.,5,CF_AFIN_AND_6,CF_AFIN_AND_6_5
f),Se ha valorado la importancia de la obligatoriedad de un proceso de auditoría.,6,CF_AFIN_AND_6,CF_AFIN_AND_6_6
g),Se ha valorado la importancia de la colaboración del personal de la empresa en un proceso de auditoría.,7,CF_AFIN_AND_6,CF_AFIN_AND_6_7
h),"Se han reconocido las tareas que deben realizarse por parte de la empresa en un proceso de auditoría, tanto interna como externa.",8,CF_AFIN_AND_6,CF_AFIN_AND_6_8
i),Se han contabilizado los ajustes y correcciones contables derivados de propuestas del informe de auditoría.,9,CF_AFIN_AND_6,CF_AFIN_AND_6_9
a),Se ha identificado la idea principal del mensaje.,1,INGL_AFIN_AND_1,INGL_AFIN_AND_1_1
b),Se ha reconocido la finalidad del mensaje radiofónico y de otro material grabado o retransmitido pronunciado en lengua estándar identificando el estado de ánimo y el tono del hablante.,2,INGL_AFIN_AND_1,INGL_AFIN_AND_1_2
c),"Se ha extraído información de grabaciones en lengua estándar relacionadas con la vida social, profesional o académica.",3,INGL_AFIN_AND_1,INGL_AFIN_AND_1_3
d),Se han identificado los puntos de vista y las actitudes del hablante.,4,INGL_AFIN_AND_1,INGL_AFIN_AND_1_4
e),"Se han identificado las ideas principales de declaraciones y mensajes sobre temas concretos y abstractos, en lengua estándar y con un ritmo normal.",5,INGL_AFIN_AND_1,INGL_AFIN_AND_1_5
f),"Se ha comprendido con todo detalle lo que se le dice en lengua estándar, incluso en un ambiente con ruido de fondo.",6,INGL_AFIN_AND_1,INGL_AFIN_AND_1_6
g),"Se han extraído las ideas principales de conferencias, charlas e informes, y otras formas de presentación académica y profesional lingüísticamente complejas.",7,INGL_AFIN_AND_1,INGL_AFIN_AND_1_7
h),"Se ha tomado conciencia de la importancia de comprender globalmente un mensaje, sin entender todos y cada uno de los elementos del mismo.",8,INGL_AFIN_AND_1,INGL_AFIN_AND_1_8
a),"Se ha leído con un alto grado de independencia, adaptando el estilo y la velocidad de la lectura a distintos textos y finalidades y utilizando fuentes de referencia apropiadas de forma selectiva.",1,INGL_AFIN_AND_2,INGL_AFIN_AND_2_1
b),"Se ha interpretado la correspondencia relativa a su especialidad, captando fácilmente el significado esencial.",2,INGL_AFIN_AND_2,INGL_AFIN_AND_2_2
c),"Se han interpretado, con todo detalle, textos extensos y de relativa complejidad, relacionados o no con su especialidad, siempre que pueda volver a leer las secciones difíciles.",3,INGL_AFIN_AND_2,INGL_AFIN_AND_2_3
d),Se ha relacionado el texto con el ámbito del sector a que se refiere.,4,INGL_AFIN_AND_2,INGL_AFIN_AND_2_4
e),"Se ha identificado con rapidez el contenido y la importancia de noticias, artículos e informes sobre una amplia serie de temas profesionales y decide si es oportuno un análisis más profundo.",5,INGL_AFIN_AND_2,INGL_AFIN_AND_2_5
f),Se han realizado traducciones de textos complejos utilizando material de apoyo en caso necesario.,6,INGL_AFIN_AND_2,INGL_AFIN_AND_2_6
g),"Se han interpretado mensajes técnicos recibidos a través de soportes telemáticos. E-mail, fax.",7,INGL_AFIN_AND_2,INGL_AFIN_AND_2_7
h),"Se han interpretado instrucciones extensas y complejas, que estén dentro de su especialidad.",8,INGL_AFIN_AND_2,INGL_AFIN_AND_2_8
a),Se han identificado los registros utilizados para la emisión del mensaje.,1,INGL_AFIN_AND_3,INGL_AFIN_AND_3_1
b),"Se ha expresado con fluidez, precisión y eficacia sobre una amplia serie de temas generales, académicos, profesionales o de ocio, marcando con claridad la relación entre las ideas.",2,INGL_AFIN_AND_3,INGL_AFIN_AND_3_2
c),"Se ha comunicado espontáneamente, adoptando un nivel de formalidad adecuado a las circunstancias.",3,INGL_AFIN_AND_3,INGL_AFIN_AND_3_3
d),Se han utilizado normas de protocolo en presentaciones formales e informales.,4,INGL_AFIN_AND_3,INGL_AFIN_AND_3_4
e),Se ha utilizado correctamente la terminología de la profesión.,5,INGL_AFIN_AND_3,INGL_AFIN_AND_3_5
f),"Se han expresado y defendido puntos de vista con claridad, proporcionando explicaciones y argumentos adecuados.",6,INGL_AFIN_AND_3,INGL_AFIN_AND_3_6
g),Se ha descrito y secuenciado un proceso de trabajo de su competencia.,7,INGL_AFIN_AND_3,INGL_AFIN_AND_3_7
h),"Se ha argumentado con todo detalle, la elección de una determinada opción o procedimiento de trabajo elegido.",8,INGL_AFIN_AND_3,INGL_AFIN_AND_3_8
i),Se ha solicitado la reformulación del discurso o parte del mismo cuando se ha considerado necesario.,9,INGL_AFIN_AND_3,INGL_AFIN_AND_3_9
a),"Se han redactado textos claros y detallados sobre una variedad de temas relacionados con su especialidad, sintetizando y evaluando información y argumentos procedentes de varias fuentes.",1,INGL_AFIN_AND_4,INGL_AFIN_AND_4_1
b),Se ha organizado la información de manera coherente y cohesionada.,2,INGL_AFIN_AND_4,INGL_AFIN_AND_4_2
c),"Se han redactado informes, destacando los aspectos significativos y ofreciendo detalles relevantes que sirvan de apoyo.",3,INGL_AFIN_AND_4,INGL_AFIN_AND_4_3
d),Se ha cumplimentado documentación específica de su campo profesional.,4,INGL_AFIN_AND_4,INGL_AFIN_AND_4_4
e),Se han aplicado las fórmulas establecidas y el vocabulario específico en la cumplimentación de documentos.,5,INGL_AFIN_AND_4,INGL_AFIN_AND_4_5
f),"Se han resumido artículos, manuales de instrucciones y otros documentos escritos, utilizando un vocabulario amplio para evitar la repetición frecuente.",6,INGL_AFIN_AND_4,INGL_AFIN_AND_4_6
g),Se han utilizado las fórmulas de cortesía propias del documento a elaborar.,7,INGL_AFIN_AND_4,INGL_AFIN_AND_4_7
a),Se han definido los rasgos más significativos de las costumbres y usos de la comunidad donde se habla la lengua extranjera.,1,INGL_AFIN_AND_5,INGL_AFIN_AND_5_1
b),Se han descrito los protocolos y normas de relación social propios del país.,2,INGL_AFIN_AND_5,INGL_AFIN_AND_5_2
c),Se han identificado los valores y creencias propios de la comunidad donde se habla la lengua extranjera.,3,INGL_AFIN_AND_5,INGL_AFIN_AND_5_3
d),"Se ha identificado los aspectos socio-profesionales propios del sector, en cualquier tipo de texto.",4,INGL_AFIN_AND_5,INGL_AFIN_AND_5_4
e),Se han aplicado los protocolos y normas de relación social propios del país de la lengua extranjera.,5,INGL_AFIN_AND_5,INGL_AFIN_AND_5_5
f),Se han reconocido los marcadores lingüísticos de la procedencia regional.,6,INGL_AFIN_AND_5,INGL_AFIN_AND_5_6
a),Se han definido las fases que componen un programa de aprovisionamiento desde la detección de necesidades hasta la recepción de la mercancía.,1,GLC_AFIN_AND_1,GLC_AFIN_AND_1_1
b),Se han determinado los principales parámetros que configuran un programa de aprovisionamiento que garantice la calidad y el cumplimiento del nivel de servicio establecido.,2,GLC_AFIN_AND_1,GLC_AFIN_AND_1_2
c),"Se ha calculado el coste del programa de aprovisionamiento, diferenciando los elementos que lo componen.",3,GLC_AFIN_AND_1,GLC_AFIN_AND_1_3
d),Se han obtenido las previsiones de venta y/o demanda del periodo de cada departamento implicado.,4,GLC_AFIN_AND_1,GLC_AFIN_AND_1_4
e),"Se han contrastado los consumos históricos, lista de materiales y/o pedidos realizados, en función del cumplimiento de los objetivos del plan de ventas y/o producción previsto por la empresa/organización.",5,GLC_AFIN_AND_1,GLC_AFIN_AND_1_5
f),"Se ha determinado la capacidad óptima de almacenamiento de la organización, teniendo en cuenta la previsión de stocks.",6,GLC_AFIN_AND_1,GLC_AFIN_AND_1_6
g),"Se han elaborado las órdenes de suministro de materiales con fecha, cantidad y lotes, indicando el momento y destino/ubicación del suministro al almacén y/o a las unidades productivas precedentes.",7,GLC_AFIN_AND_1,GLC_AFIN_AND_1_7
h),"Se ha previsto con tiempo suficiente el reaprovisionamiento de la cadena de suministro para ajustar los volúmenes de stock al nivel de servicio, evitando los desabastecimientos.",8,GLC_AFIN_AND_1,GLC_AFIN_AND_1_8
i),Se han realizado las operaciones anteriores mediante una aplicación informática de gestión de stocks y aprovisionamiento.,9,GLC_AFIN_AND_1,GLC_AFIN_AND_1_9
j),"Se ha asegurado la calidad del proceso de aprovisionamiento, estableciendo procedimientos normalizados de gestión de pedidos y control del proceso.",10,GLC_AFIN_AND_1,GLC_AFIN_AND_1_10
a),Se han identificado las fuentes de suministro y búsqueda de proveedores.,1,GLC_AFIN_AND_2,GLC_AFIN_AND_2_1
b),"Se ha confeccionado un fichero con los proveedores potenciales, de acuerdo con los criterios de búsqueda “on-line” y “off-line”.",2,GLC_AFIN_AND_2,GLC_AFIN_AND_2_2
c),Se han realizado solicitudes de ofertas y pliego de condiciones de aprovisionamiento.,3,GLC_AFIN_AND_2,GLC_AFIN_AND_2_3
d),"Se han recopilado las ofertas de proveedores que cumplan con las condiciones establecidas, para su posterior evaluación.",4,GLC_AFIN_AND_2,GLC_AFIN_AND_2_4
e),"Se han definido los criterios esenciales en la selección de ofertas de proveedores: económicos, plazo de aprovisionamiento, calidad, condiciones de pago y servicio, entre otros.",5,GLC_AFIN_AND_2,GLC_AFIN_AND_2_5
f),"Se ha establecido un baremo de los criterios de selección en función del peso específico que, sobre el total, representa cada una de las variables consideradas.",6,GLC_AFIN_AND_2,GLC_AFIN_AND_2_6
g),"Se han comparado las ofertas de varios proveedores de acuerdo con los parámetros de precio, calidad y servicio.",7,GLC_AFIN_AND_2,GLC_AFIN_AND_2_7
h),Se han realizado las operaciones anteriores mediante una aplicación informática de gestión de proveedores.,8,GLC_AFIN_AND_2,GLC_AFIN_AND_2_8
a),Se han relacionado las técnicas más utilizadas en la comunicación con proveedores.,1,GLC_AFIN_AND_3,GLC_AFIN_AND_3_1
b),"Se han detectado las ventajas, los costes y los requerimientos técnicos y comerciales de implantación de un sistema de intercambio electrónico de datos, en la gestión del aprovisionamiento.",2,GLC_AFIN_AND_3,GLC_AFIN_AND_3_2
c),Se han identificado los distintos tipos de documentos utilizados para el intercambio de información con proveedores.,3,GLC_AFIN_AND_3,GLC_AFIN_AND_3_3
d),Se han elaborado escritos de forma clara y concisa de las solicitudes de información a los proveedores.,4,GLC_AFIN_AND_3,GLC_AFIN_AND_3_4
e),Se han preparado previamente las conversaciones personales o telefónicas con los proveedores.,5,GLC_AFIN_AND_3,GLC_AFIN_AND_3_5
f),Se han explicado las diferentes etapas en un proceso de negociación de condiciones de aprovisionamiento.,6,GLC_AFIN_AND_3,GLC_AFIN_AND_3_6
g),"Se han descrito las técnicas de negociación más utilizadas en la compra, venta y aprovisionamiento.",7,GLC_AFIN_AND_3,GLC_AFIN_AND_3_7
h),"Se ha elaborado un informe que recoja los acuerdos de la negociación, mediante el uso de los programas informáticos adecuados.",8,GLC_AFIN_AND_3,GLC_AFIN_AND_3_8
a),"Se han determinado los flujos de información, relacionando los departamentos de una empresa y los demás agentes logísticos que intervienen en la actividad de aprovisionamiento.",1,GLC_AFIN_AND_4,GLC_AFIN_AND_4_1
b),"Se han enlazado las informaciones de aprovisionamiento, logística y facturación con otras áreas de información de la empresa, como contabilidad y tesorería.",2,GLC_AFIN_AND_4,GLC_AFIN_AND_4_2
c),Se han definido los aspectos que deben figurar en los documentos internos de registro y control del proceso de aprovisionamiento.,3,GLC_AFIN_AND_4,GLC_AFIN_AND_4_3
d),Se ha secuenciado el proceso de control que deben seguir los pedidos realizados a un proveedor en el momento de recepción en el almacén.,4,GLC_AFIN_AND_4,GLC_AFIN_AND_4_4
e),Se han definido los indicadores de calidad y eficacia operativa en la gestión de proveedores.,5,GLC_AFIN_AND_4,GLC_AFIN_AND_4_5
f),Se han detectado las incidencias más frecuentes del proceso de aprovisionamiento.,6,GLC_AFIN_AND_4,GLC_AFIN_AND_4_6
g),Se han establecido las posibles medidas que se deben adoptar ante las anomalías en la recepción de un pedido.,7,GLC_AFIN_AND_4,GLC_AFIN_AND_4_7
h),Se han elaborado informes de evaluación de proveedores de manera clara y estructurada.,8,GLC_AFIN_AND_4,GLC_AFIN_AND_4_8
i),"Se ha elaborado la documentación relativa al control, registro e intercambio de información con proveedores, siguiendo los procedimientos de calidad y utilizando aplicaciones informáticas.",9,GLC_AFIN_AND_4,GLC_AFIN_AND_4_9
a),"Se han descrito las características básicas de la cadena logística, identificando las actividades, fases y agentes que participan y las relaciones entre ellos.",1,GLC_AFIN_AND_5,GLC_AFIN_AND_5_1
b),"Se han interpretado los diagramas de flujos físicos de mercancías, de información y económicos en las distintas fases de la cadena logística.",2,GLC_AFIN_AND_5,GLC_AFIN_AND_5_2
c),"Se han descrito los costes logísticos directos e indirectos, fijos y variables, considerando todos los elementos de una operación logística y las responsabilidades imputables a cada uno de los agentes de la cadena logística.",3,GLC_AFIN_AND_5,GLC_AFIN_AND_5_3
d),Se han valorado las distintas alternativas en los diferentes modelos o estrategias de distribución de mercancías.,4,GLC_AFIN_AND_5,GLC_AFIN_AND_5_4
e),"Se han establecido las operaciones sujetas a la logística inversa y se ha determinado el tratamiento que se debe dar a las mercancías retornadas, para mejorar la eficiencia de la cadena logística.",5,GLC_AFIN_AND_5,GLC_AFIN_AND_5_5
f),"Se ha asegurado la satisfacción del cliente resolviendo imprevistos, incidencias y reclamaciones en la cadena logística.",6,GLC_AFIN_AND_5,GLC_AFIN_AND_5_6
g),Se han realizado las operaciones anteriores mediante una aplicación informática de gestión de proveedores.,7,GLC_AFIN_AND_5,GLC_AFIN_AND_5_7
h),"Se ha valorado la responsabilidad corporativa en la gestión de residuos, desperdicios, devoluciones caducadas y embalajes, entre otros.",8,GLC_AFIN_AND_5,GLC_AFIN_AND_5_8
a),"Se han examinado las diversas facetas de la innovación empresarial (técnicas, materiales, de organización interna y externa, entre otras), relacionándolas como fuentes de desarrollo económico y creación de empleo.",1,SE_AFIN_AND_1,SE_AFIN_AND_1_1
b),Se han relacionado la innovación y la iniciativa emprendedora con las implicaciones que tiene para la competitividad empresarial.,2,SE_AFIN_AND_1,SE_AFIN_AND_1_2
c),Se han valorado los aspectos inherentes a la asunción de riesgo empresarial como motor económico y social.,3,SE_AFIN_AND_1,SE_AFIN_AND_1_3
d),Se han determinado las diferentes facetas del carácter emprendedor desde el punto de vista empresarial.,4,SE_AFIN_AND_1,SE_AFIN_AND_1_4
e),"Se han seleccionado diferentes experiencias de innovación empresarial, describiendo y valorando los factores de riesgo asumidos en cada una de ellas.",5,SE_AFIN_AND_1,SE_AFIN_AND_1_5
f),Se han propuesto posibilidades de internacionalización de algunas empresas como factor de innovación de las mismas.,6,SE_AFIN_AND_1,SE_AFIN_AND_1_6
g),"Se han definido ayudas y herramientas, públicas y privadas, para la innovación, creación e internacionalización de empresas, relacionándolas estructuradamente en un informe.",7,SE_AFIN_AND_1,SE_AFIN_AND_1_7
a),Se han evaluado las implicaciones que conlleva la elección de una idea de negocio.,1,SE_AFIN_AND_2,SE_AFIN_AND_2_1
b),Se ha diferenciado entre lo que puede ser una simple idea de una idea de negocio factible.,2,SE_AFIN_AND_2,SE_AFIN_AND_2_2
c),Se han señalado las ventajas e inconvenientes de las propuestas de negocio.,3,SE_AFIN_AND_2,SE_AFIN_AND_2_3
d),Se ha determinado el producto o servicio que se quiere proporcionar con la idea de negocio.,4,SE_AFIN_AND_2,SE_AFIN_AND_2_4
e),Se han concretado las necesidades que satisface y el valor añadido de la idea de negocio propuesta.,5,SE_AFIN_AND_2,SE_AFIN_AND_2_5
f),"Se han identificado los clientes potenciales, atendiendo a los objetivos del proyecto de empresa.",6,SE_AFIN_AND_2,SE_AFIN_AND_2_6
g),Se han identificado y analizado las principales características del sector empresarial en el que se desenvuelve la idea de negocio.,7,SE_AFIN_AND_2,SE_AFIN_AND_2_7
h),Se ha efectuado un análisis de mercado para comprobar si existe un nicho en el mismo.,8,SE_AFIN_AND_2,SE_AFIN_AND_2_8
i),Se ha efectuado un análisis de la competencia para posicionar nuestro producto.,9,SE_AFIN_AND_2,SE_AFIN_AND_2_9
a),Se han reconocido los distintos tipos de empresas que existen.,1,SE_AFIN_AND_3,SE_AFIN_AND_3_1
b),Se han establecido claramente los objetivos de la empresa.,2,SE_AFIN_AND_3,SE_AFIN_AND_3_2
c),Se ha relacionado la organización establecida por la empresa con el tipo y fines de esta.,3,SE_AFIN_AND_3,SE_AFIN_AND_3_3
d),Se han identificado las diferentes funciones dentro de la empresa.,4,SE_AFIN_AND_3,SE_AFIN_AND_3_4
e),Se ha seleccionado la forma jurídica adecuada.,5,SE_AFIN_AND_3,SE_AFIN_AND_3_5
f),Se ha efectuado una asignación eficiente de los recursos necesarios.,6,SE_AFIN_AND_3,SE_AFIN_AND_3_6
g),Se han reconocido y seleccionado las posibles fuentes de financiación.,7,SE_AFIN_AND_3,SE_AFIN_AND_3_7
h),Se ha valorado la importancia de dotar a la empresa de la estructura adecuada para su pervivencia.,8,SE_AFIN_AND_3,SE_AFIN_AND_3_8
a),Se ha efectuado un estudio de la viabilidad técnica del negocio.,1,SE_AFIN_AND_4,SE_AFIN_AND_4_1
b),Se ha contrastado el cumplimiento de la normativa legal del futuro negocio.,2,SE_AFIN_AND_4,SE_AFIN_AND_4_2
